Date declaration of state of emergency,Extension,Date of Report on derogation of human rights to Human Rights Committee,Date lifting state of emergency,Duration (days),Country,Derogation ICCPR Article 8.3,Derogation ICCPR Article 9.2,Derogation ICCPR Article 9.3,Derogation ICCPR Article 10,Derogation ICCPR Article 12.1,Derogation ICCPR Article 12.2,Derogation ICCPR Article 13,Derogation ICCPR Article 14,Derogation ICCPR Article 17.1,Derogation ICCPR Article 17.2,Derogation ICCPR Article 19.1,Derogation ICCPR Article 19.2,Derogation ICCPR Article 20,Derogation ICCPR Article 21,Derogation ICCPR Article 22.1,Derogation ICCPR Article 22.2,Derogation ICCPR Article 23,Derogation ICCPR Article 24,Derogation ICCPR Article 25,Derogation ICCPR Article 26,Derogation ICCPR Article 27,Source,Declaratory organ,Declaratory person,Region,Trigger,Legal background,News sources,National/subnational,Details,Duration and other limitations of SoE according to consitution or other law,,,,,,,,,,,,,,,,
11/06/1995,Yes,20/02/1996,10/08/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 034-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Chincheros, Andahuaylas, Abancay and Aymaraes in the dept. of Apurimac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/06/1995,Yes,20/02/1996,09/08/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 035-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Prov. of Oxapampa in the dept. of Pasco; provs. of Huancayo, Concepción, Jauja, Satipo and Chanchamayo in the dept. of Junin; provs. of Castrovirreyna, Huaytara and Huancavelica in the dept. of Huancavelica; provs. of Lucanas, Huamanga, Cangallo and La Mar in
the dept. of Ayacucho; dist. of Quimbiri in the prov. of La Convencion in the dept. of Cuzco.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/06/1995,Yes,20/02/1996,09/08/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 033-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Depts. of Huanuco (except the prov. of Puerto Inca and dist. Of Huacrachuco) and San Martin; dist. of Yurimaguas in the prov. of Alto Amazonas in the dept. of Loreto.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
14/05/1995,Yes,20/02/1996,13/07/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 028-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Paruro, Acomayo, Chumbivilcas, Canas and Canchis in the dept. of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/05/1995,Yes,20/02/1996,09/07/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 027-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Provs. of Coronel Portillo and Padre Abad in the dept. of Ucayali; prov. of Ucayali in the dept. of Loreto; prov. of Puerto Inca in the dept. of Huanuco.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/05/1995,Yes,20/02/1996,09/07/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 026-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Lima, Barranca and Huarochiri in the dept. of Lima; const, prov. of Callao.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
18/04/1995,No,19/04/1995,17/07/1995,90,Bolivia (Plurinational State of),No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 23993, C.N.248.1995.TREATIES-6",President,Gonzalo Sánchez de Lozada,nation-wide,Man-made disaster,Constitution,N/A,national,"The reasons for the declaration of this state of siege, as indicated by the Government of Bolivia, were due to the fact that leaders, particularly from the teaching profession and from political groups having close ties to trade union leaders have organized strikes, embargoes and violence against individuals and property, in an effort to bypass existing laws and disrupt the public order and peace in the country. Moreover, assemblies of people openly disregarding the Constitution of the State and the laws have arrogated to themselves the sovereignty of the people, seeking to create bodies outside the supreme law of the nation and the other laws.","The Constitution of 1967 specifies in article 111 that the Executive shall not declare a State of Siege that is longer than 90 days, or declare another State of Siege in the same year, without the approval of Congress. In Spanish: http://www.wipo.int/wipolex/en/details.jsp?id=6716",,,,,,,,,,,,,,,,
12/04/1995,No,20/02/1996,11/06/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 019-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Chincheros, Andahuaylas, Abancay and Aymaraes in the dept. of Apurimac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/04/1995,Yes,20/02/1996,09/06/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 018-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Depts. of Huanuco (except the prov. of Puerto Inca and dist. Of Huacrachuco) and San Martin; dist. of Yurimaguas in the prov. of Alto Amazonas in the dept. of Loreto.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/04/1995,Yes,20/02/1996,09/06/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 017-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Prov. of Oxapampa in the dept. of Pasco; provs. of Huancayo, Concepción, Jauja, Satipo and Chanchamayo in the dept. of Junin; provs. of Castrovirreyna, Huaytara and Huancavelica in the dept. of Huancavelica; provs. of Lucanas, Huamanga, Cangallo and La Mar in
the dept. of Ayacucho; dist. of Quimbiri in the prov. of La Convencion in the dept. of Cuzco.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
03/04/1995,Yes,17/04/1995,02/06/1995,60,Azerbaijan,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"Depositary Notification of Decree dated 2 April 1995, C.N. 151.1995.TREATIES-4 ",President,Heydar Aliev,The City of Baku,Man-made disaster,Constitution,N/A,sub-national,"The extension of the state of emergency in Baku has been declared, as indicated by the Government of Azerbaijan, due to an attempted coup d'etat which took place on 13-17 March 1995 in the city of Baku and to the fact that notwithstanding the suppression of the
rebellion, criminal elements in the city of Baku are continuing activities inconsistent with the will of the people and endeavouring to disrupt public order. The Government of Azerbaijan also confirmed that the extension was decided in order to protect the constitutional order of the country, to maintain public order in the city of Baku, to protect the rights and freedoms of citizens and to restore legality and law and order.","According to article 112 of the Constitution of the Republic of Azerbaijan (as last amended on August 24, 2002) the President can announce a state of emergency and within 24 hours submits respective decree for approval by Milli Majlis of the Azerbaijan Republic. (http://www.wipo.int/wipolex/en/text.jsp?file_id=222657&tab=2)",,,,,,,,,,,,,,,,
14/03/1995,Yes,20/02/1996,13/05/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 011-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Paruro, Acomayo, Chumbivilcas, Canas and Canchis in the dept. of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
12/03/1995,Yes,20/02/1996,11/05/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 010-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Lima, Barranca and Huarochiri in the dept. of Lima; const, prov. of Callao.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
11/03/1995,Yes,20/02/1996,10/05/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 009-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Provs. of Coronel Portillo and Padre Abad in the dept. of Ucayali; prov. of Ucayali in the dept. of Loreto; prov. of Puerto Inca in the dept. of Huanuco.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/02/1995,Yes,20/02/1996,10/04/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 006-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Prov. of Oxapampa in the dept. of Pasco; provs. of Huancayo, Concepción, Jauja, Satipo and Chanchamayo in the dept. of Junin; provs. of Castrovirreyna, Huaytara and Huancavelica in the dept. of Huancavelica; provs. of Lucanas, Huamanga, Cangallo and La Mar in
the dept. of Ayacucho; dist. of Quimbiri in the prov. of La Convencion in the dept. of Cuzco.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/02/1995,Yes,23/02/1995,10/04/1995,60,Azerbaijan,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"Depositary Notification of Decree dated 2 February 1995, C.N.90.1995.TREATIES-2",President,Heydar Aliev,The City of Gyandzha,Man-made disaster,Constitution,N/A,sub-national,"The extension of the state of emergency in Baku and Gyandzha has been declared, as indicated by the Government of Azerbaijan, bearing in mind the need to maintain social order, to protect the rights and freedoms of citizens and to restore legality and law and order and in view of the incomplete elimination of the causes that served as the basis for the imposition in October 1994 of a state of emergency in the cities of Baku and Gyandzha (See C.N.424.1994.TREATIES-13 of 10 April 1995).","According to article 112 of the Constitution of the Republic of Azerbaijan (as last amended on August 24, 2002) the President can announce a state of emergency and within 24 hours submits respective decree for approval by Milli Majlis of the Azerbaijan Republic. (http://www.wipo.int/wipolex/en/text.jsp?file_id=222657&tab=2)",,,,,,,,,,,,,,,,
07/02/1995,Yes,20/02/1996,08/04/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 005-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Depts. of Huanuco (except the provs. of Puerto Inca and Dos de Mayo and dist. of Huacrachuco) and San Martin; dist. of Yurimaguas in the prov. of Alto Amazonas in the dept. of Loreto.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
02/02/1995,Yes,23/02/1995,03/04/1995,60,Azerbaijan,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"Depositary Notification of Decree dated 2 February 1995, C.N.90.1995.TREATIES-2",President,Heydar Aliev,The City of Baku,Man-made disaster,Constitution,N/A,sub-national,"The extension of the state of emergency in Baku and Gyandzha has been declared, as indicated by the Government of Azerbaijan, bearing in mind the need to maintain social order, to protect the rights and freedoms of citizens and to restore legality and law and order and in view of the incomplete elimination of the causes that served as the basis for the imposition in October 1994 of a state of emergency in the cities of Baku and Gyandzha (See C.N.424.1994.TREATIES-13 of 10 April 1995).","According to article 112 of the Constitution of the Republic of Azerbaijan (as last amended on August 24, 2002) the President can announce a state of emergency and within 24 hours submits respective decree for approval by Milli Majlis of the Azerbaijan Republic. (http://www.wipo.int/wipolex/en/text.jsp?file_id=222657&tab=2)",,,,,,,,,,,,,,,,
